 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Feret,IntDen,Median,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
330,fields:fld0249,2.700E1,8.085E1,3.376E1,1.150E2,1.700E1,1.280E2,7.489E2,1.050E3,7.490E2,1.051E3,1.790E1,6.451E0,5.329E0,1.675E2,1.000E0,7.211E0,2.183E3,9.000E1,2.183E3,2.490E2,7.460E2,1.048E3,1.463E2,5.000E0,1.210E0,8.262E-1,9.474E-1
331,fields:fld0249,2.100E1,8.367E1,3.845E1,1.120E2,1.300E1,1.370E2,7.604E2,1.391E3,7.604E2,1.391E3,1.649E1,6.050E0,4.420E0,3.491E0,9.710E-1,6.708E0,1.757E3,8.800E1,1.757E3,2.490E2,7.570E2,1.392E3,2.657E1,4.000E0,1.369E0,7.305E-1,9.333E-1
332,fields:fld0250,2.200E1,6.786E1,3.680E1,3.700E1,1.800E1,1.340E2,9.677E1,4.897E2,9.703E1,4.898E2,1.673E1,5.674E0,4.937E0,1.753E2,9.880E-1,6.403E0,1.493E3,6.000E1,1.493E3,2.500E2,9.400E1,4.880E2,1.413E2,5.000E0,1.149E0,8.701E-1,8.627E-1
333,fields:fld0251,2.300E1,7.113E1,4.101E1,3.300E1,1.500E1,1.280E2,1.692E3,1.030E3,1.692E3,1.030E3,1.756E1,5.837E0,5.017E0,1.245E2,9.377E-1,6.708E0,1.636E3,7.600E1,1.636E3,2.510E2,1.691E3,1.027E3,1.166E2,5.657E0,1.164E0,8.594E-1,8.214E-1
334,fields:fld0252,2.300E1,7.222E1,3.903E1,8.700E1,1.700E1,1.320E2,5.175E2,1.359E3,5.177E2,1.359E3,1.649E1,5.433E0,5.390E0,0.000E0,1.000E0,6.403E0,1.661E3,7.900E1,1.661E3,2.520E2,5.150E2,1.357E3,1.287E2,5.000E0,1.008E0,9.920E-1,9.583E-1
335,fields:fld0253,2.700E1,7.889E1,4.394E1,2.300E1,1.200E1,1.380E2,1.309E3,8.524E2,1.309E3,8.525E2,1.790E1,6.451E0,5.329E0,1.675E2,1.000E0,7.211E0,2.130E3,9.300E1,2.130E3,2.530E2,1.306E3,8.500E2,1.463E2,5.000E0,1.210E0,8.262E-1,9.474E-1
336,fields:fld0253,2.900E1,6.069E1,4.225E1,2.200E1,1.200E1,1.290E2,1.688E3,1.509E3,1.688E3,1.509E3,1.956E1,6.972E0,5.296E0,1.465E2,9.529E-1,7.810E0,1.760E3,4.000E1,1.760E3,2.530E2,1.685E3,1.507E3,1.402E2,5.657E0,1.317E0,7.596E-1,8.657E-1
337,fields:fld0254,2.700E1,6.741E1,4.213E1,1.400E1,1.400E1,1.370E2,1.673E3,6.670E2,1.673E3,6.671E2,1.814E1,6.126E0,5.612E0,9.800E1,1.000E0,6.708E0,1.820E3,6.000E1,1.820E3,2.540E2,1.671E3,6.640E2,1.166E2,6.000E0,1.092E0,9.161E-1,8.852E-1
338,fields:fld0254,2.300E1,7.117E1,3.838E1,3.800E1,1.200E1,1.190E2,1.130E2,8.959E2,1.130E2,8.959E2,2.038E1,5.642E0,5.191E0,1.435E2,6.955E-1,7.211E0,1.637E3,8.400E1,1.637E3,2.540E2,1.100E2,8.940E2,1.463E2,5.657E0,1.087E0,9.201E-1,7.797E-1
339,fields:fld0254,2.400E1,8.292E1,3.760E1,3.000E1,2.000E1,1.390E2,7.254E2,1.184E3,7.257E2,1.184E3,1.707E1,5.775E0,5.292E0,1.350E2,1.000E0,7.071E0,1.990E3,9.000E1,1.990E3,2.540E2,7.230E2,1.181E3,1.350E2,5.000E0,1.091E0,9.164E-1,9.796E-1
340,fields:fld0255,2.400E1,8.117E1,3.944E1,2.900E1,1.300E1,1.410E2,5.225E2,1.103E3,5.226E2,1.103E3,1.731E1,5.735E0,5.329E0,9.000E1,1.000E0,6.403E0,1.948E3,1.010E2,1.948E3,2.550E2,5.210E2,1.100E3,1.287E2,5.000E0,1.076E0,9.292E-1,8.889E-1
341,fields:fld0256,2.700E1,6.970E1,3.723E1,8.000E1,1.200E1,1.300E2,3.781E2,1.224E3,3.784E2,1.224E3,1.814E1,6.650E0,5.169E0,0.000E0,1.000E0,7.280E0,1.882E3,7.500E1,1.882E3,2.560E2,3.750E2,1.222E3,1.641E2,5.000E0,1.286E0,7.773E-1,9.000E-1
342,fields:fld0257,1.800E1,6.433E1,3.446E1,4.400E1,1.400E1,1.260E2,1.284E2,1.587E2,1.286E2,1.589E2,1.473E1,4.995E0,4.589E0,2.274E1,1.000E0,5.831E0,1.158E3,6.600E1,1.158E3,2.570E2,1.260E2,1.600E2,3.096E1,5.000E0,1.088E0,9.187E-1,8.372E-1
343,fields:fld0257,2.400E1,7.071E1,4.061E1,1.400E1,1.200E1,1.310E2,1.360E3,7.618E2,1.359E3,7.619E2,1.731E1,5.735E0,5.329E0,9.000E1,1.000E0,6.403E0,1.697E3,8.200E1,1.697E3,2.570E2,1.358E3,7.590E2,1.287E2,5.000E0,1.076E0,9.292E-1,8.889E-1
344,fields:fld0258,2.300E1,8.109E1,3.387E1,5.000E1,1.700E1,1.420E2,8.855E2,1.037E3,8.856E2,1.037E3,1.649E1,5.433E0,5.390E0,0.000E0,1.000E0,6.403E0,1.865E3,8.200E1,1.865E3,2.580E2,8.830E2,1.035E3,1.287E2,5.000E0,1.008E0,9.920E-1,9.583E-1
345,fields:fld0259,2.000E1,7.100E1,3.447E1,2.700E1,1.700E1,1.220E2,1.711E2,4.082E2,1.713E2,4.081E2,1.673E1,5.232E0,4.868E0,1.537E2,8.982E-1,6.403E0,1.420E3,6.800E1,1.420E3,2.590E2,1.690E2,4.060E2,1.287E2,5.000E0,1.075E0,9.304E-1,8.163E-1
346,fields:fld0261,1.900E1,7.158E1,3.950E1,1.700E1,1.700E1,1.240E2,1.198E3,1.535E3,1.198E3,1.535E3,1.531E1,5.397E0,4.482E0,1.379E2,1.000E0,6.403E0,1.360E3,7.600E1,1.360E3,2.610E2,1.196E3,1.533E3,1.413E2,4.950E0,1.204E0,8.305E-1,8.837E-1
347,fields:fld0265,2.200E1,7.682E1,3.978E1,6.200E1,1.200E1,1.330E2,4.434E2,7.849E2,4.435E2,7.850E2,1.673E1,5.891E0,4.755E0,5.800E0,9.880E-1,6.708E0,1.690E3,8.200E1,1.690E3,2.650E2,4.400E2,7.860E2,2.657E1,5.000E0,1.239E0,8.072E-1,8.627E-1
348,fields:fld0265,2.500E1,7.436E1,3.969E1,9.400E1,1.300E1,1.320E2,8.517E2,8.374E2,8.517E2,8.373E2,1.790E1,5.863E0,5.430E0,1.683E2,9.805E-1,7.071E0,1.859E3,8.700E1,1.859E3,2.650E2,8.490E2,8.350E2,1.350E2,5.000E0,1.080E0,9.261E-1,9.091E-1
349,fields:fld0269,1.900E1,6.947E1,3.555E1,1.300E1,1.300E1,1.250E2,1.664E2,6.829E2,1.665E2,6.830E2,1.507E1,5.550E0,4.359E0,1.282E1,1.000E0,6.403E0,1.320E3,7.500E1,1.320E3,2.690E2,1.640E2,6.850E2,3.866E1,4.000E0,1.273E0,7.854E-1,9.744E-1
350,fields:fld0269,2.200E1,6.723E1,4.005E1,1.500E1,1.500E1,1.330E2,1.860E3,1.156E3,1.860E3,1.156E3,1.673E1,5.567E0,5.032E0,1.476E2,9.880E-1,6.403E0,1.479E3,5.600E1,1.479E3,2.690E2,1.858E3,1.153E3,1.287E2,5.000E0,1.106E0,9.038E-1,8.627E-1
351,fields:fld0271,3.500E1,4.026E1,1.940E1,1.200E1,1.200E1,8.000E1,1.361E3,7.368E2,1.361E3,7.367E2,2.638E1,9.025E0,4.938E0,5.345E1,6.318E-1,1.030E1,1.409E3,4.100E1,1.409E3,2.710E2,1.359E3,7.420E2,6.095E1,6.265E0,1.828E0,5.471E-1,7.692E-1
352,fields:fld0271,1.900E1,7.737E1,3.584E1,1.800E1,1.800E1,1.310E2,1.459E2,9.250E2,1.459E2,9.250E2,1.531E1,5.701E0,4.244E0,4.232E0,1.000E0,6.325E0,1.470E3,7.600E1,1.470E3,2.710E2,1.430E2,9.260E2,1.843E1,4.000E0,1.343E0,7.444E-1,8.837E-1
353,fields:fld0272,2.400E1,6.250E1,3.912E1,1.600E1,1.600E1,1.250E2,4.804E1,6.905E2,4.826E1,6.905E2,1.731E1,6.090E0,5.017E0,1.802E1,1.000E0,6.708E0,1.500E3,4.900E1,1.500E3,2.720E2,4.500E1,6.920E2,2.657E1,5.000E0,1.214E0,8.238E-1,8.889E-1
354,fields:fld0273,5.200E1,7.623E1,4.408E1,2.000E1,1.200E1,1.370E2,9.315E2,4.993E2,9.316E2,4.994E2,3.263E1,1.165E1,5.685E0,7.924E1,6.138E-1,1.170E1,3.964E3,9.000E1,3.964E3,2.730E2,9.300E2,5.050E2,7.002E1,6.417E0,2.049E0,4.881E-1,7.879E-1
355,fields:fld0273,2.500E1,7.336E1,3.673E1,9.900E1,1.800E1,1.310E2,4.509E2,1.076E3,4.510E2,1.076E3,1.956E1,6.044E0,5.266E0,9.236E1,8.214E-1,6.708E0,1.834E3,7.000E1,1.834E3,2.730E2,4.490E2,1.073E3,1.166E2,6.000E0,1.148E0,8.713E-1,8.333E-1
356,fields:fld0273,2.300E1,6.330E1,3.622E1,3.000E1,1.200E1,1.220E2,8.415E1,1.327E3,8.432E1,1.327E3,1.731E1,5.753E0,5.090E0,1.493E1,9.642E-1,6.403E0,1.456E3,5.400E1,1.456E3,2.730E2,8.200E1,1.325E3,1.413E2,5.000E0,1.130E0,8.848E-1,8.679E-1
357,fields:fld0275,2.500E1,7.124E1,4.110E1,1.300E1,1.300E1,1.420E2,1.224E3,8.146E1,1.224E3,8.171E1,1.956E1,5.919E0,5.378E0,1.660E2,8.214E-1,7.211E0,1.781E3,7.900E1,1.781E3,2.750E2,1.221E3,7.900E1,1.463E2,5.000E0,1.101E0,9.086E-1,8.772E-1
358,fields:fld0275,2.600E1,7.565E1,4.444E1,1.900E1,1.200E1,1.400E2,1.539E3,7.106E2,1.539E3,7.105E2,1.873E1,6.374E0,5.193E0,1.787E2,9.315E-1,7.280E0,1.967E3,7.700E1,1.967E3,2.750E2,1.536E3,7.100E2,1.641E2,5.000E0,1.227E0,8.148E-1,8.667E-1
359,fields:fld0275,2.100E1,7.695E1,3.786E1,2.600E1,1.500E1,1.290E2,6.775E2,1.494E3,6.776E2,1.494E3,1.590E1,5.621E0,4.756E0,3.614E1,1.000E0,6.403E0,1.616E3,7.700E1,1.616E3,2.750E2,6.750E2,1.496E3,3.866E1,5.000E0,1.182E0,8.461E-1,9.130E-1
360,fields:fld0276,2.200E1,7.450E1,3.940E1,2.900E1,1.300E1,1.330E2,1.141E3,1.361E3,1.141E3,1.361E3,1.673E1,5.567E0,5.032E0,1.476E2,9.880E-1,6.403E0,1.639E3,8.000E1,1.639E3,2.760E2,1.139E3,1.359E3,1.287E2,5.000E0,1.106E0,9.038E-1,8.627E-1
361,fields:fld0278,2.500E1,7.256E1,3.653E1,7.700E1,1.700E1,1.250E2,1.504E3,4.695E2,1.504E3,4.698E2,1.731E1,6.042E0,5.268E0,1.087E1,1.000E0,6.708E0,1.814E3,7.700E1,1.814E3,2.780E2,1.501E3,4.710E2,2.657E1,5.000E0,1.147E0,8.720E-1,9.091E-1
362,fields:fld0282,2.300E1,7.765E1,3.986E1,2.000E1,1.800E1,1.290E2,7.680E2,9.921E2,7.679E2,9.920E2,1.731E1,6.363E0,4.602E0,1.672E2,9.642E-1,7.211E0,1.786E3,9.400E1,1.786E3,2.820E2,7.650E2,9.900E2,1.463E2,5.000E0,1.383E0,7.233E-1,8.846E-1
363,fields:fld0283,2.200E1,7.641E1,4.374E1,2.000E1,2.000E1,1.340E2,5.932E2,5.915E2,5.933E2,5.917E2,1.673E1,5.837E0,4.799E0,2.459E1,9.880E-1,6.403E0,1.681E3,7.800E1,1.681E3,2.830E2,5.910E2,5.940E2,3.866E1,5.000E0,1.216E0,8.222E-1,8.627E-1
364,fields:fld0284,2.500E1,7.876E1,3.852E1,8.500E1,1.400E1,1.410E2,5.599E2,8.555E2,5.602E2,8.554E2,1.731E1,6.042E0,5.268E0,1.087E1,1.000E0,6.708E0,1.969E3,8.500E1,1.969E3,2.840E2,5.570E2,8.570E2,2.657E1,5.000E0,1.147E0,8.720E-1,9.091E-1
365,fields:fld0284,2.000E1,6.325E1,3.862E1,2.200E1,1.700E1,1.260E2,1.535E3,1.419E3,1.535E3,1.419E3,1.614E1,5.241E0,4.858E0,1.420E2,9.645E-1,6.325E0,1.265E3,6.900E1,1.265E3,2.840E2,1.532E3,1.418E3,1.616E2,5.000E0,1.079E0,9.270E-1,8.333E-1
366,fields:fld0285,2.200E1,6.377E1,3.936E1,6.400E1,1.400E1,1.260E2,4.100E1,1.199E3,4.117E1,1.199E3,1.673E1,5.863E0,4.778E0,2.288E1,9.880E-1,6.403E0,1.403E3,6.400E1,1.403E3,2.850E2,3.900E1,1.202E3,3.866E1,5.000E0,1.227E0,8.150E-1,8.627E-1
367,fields:fld0286,2.300E1,7.713E1,3.977E1,2.500E1,2.500E1,1.320E2,7.253E2,1.532E3,7.254E2,1.532E3,1.673E1,5.757E0,5.087E0,1.593E2,1.000E0,6.403E0,1.774E3,8.200E1,1.774E3,2.860E2,7.230E2,1.530E3,1.287E2,5.000E0,1.132E0,8.836E-1,8.846E-1
368,fields:fld0287,2.000E1,8.130E1,3.760E1,7.000E1,2.600E1,1.330E2,8.984E2,1.003E3,8.986E2,1.003E3,1.531E1,5.251E0,4.849E0,2.657E1,1.000E0,5.831E0,1.626E3,7.700E1,1.626E3,2.870E2,8.960E2,1.002E3,1.490E2,5.000E0,1.083E0,9.235E-1,8.889E-1
369,fields:fld0287,2.200E1,6.577E1,4.130E1,9.900E1,1.200E1,1.280E2,8.654E2,1.488E3,8.654E2,1.489E3,1.673E1,5.585E0,5.016E0,0.000E0,9.880E-1,6.325E0,1.447E3,6.800E1,1.447E3,2.870E2,8.620E2,1.488E3,1.616E2,5.000E0,1.113E0,8.981E-1,8.800E-1
370,fields:fld0288,2.300E1,6.922E1,3.770E1,5.400E1,1.500E1,1.250E2,1.860E3,8.904E2,1.860E3,8.906E2,1.673E1,5.802E0,5.048E0,1.591E2,1.000E0,6.708E0,1.592E3,6.300E1,1.592E3,2.880E2,1.857E3,8.880E2,1.534E2,5.000E0,1.149E0,8.701E-1,9.020E-1
371,fields:fld0289,2.400E1,7.192E1,4.208E1,2.300E1,1.200E1,1.330E2,1.869E3,2.273E2,1.869E3,2.276E2,1.731E1,6.299E0,4.851E0,3.168E1,1.000E0,7.211E0,1.726E3,8.100E1,1.726E3,2.890E2,1.866E3,2.290E2,3.369E1,5.000E0,1.298E0,7.701E-1,9.057E-1
372,fields:fld0289,2.400E1,7.912E1,3.784E1,1.180E2,1.300E1,1.300E2,7.382E2,1.137E3,7.385E2,1.137E3,1.756E1,5.823E0,5.248E0,1.263E2,9.785E-1,6.708E0,1.899E3,8.700E1,1.899E3,2.890E2,7.350E2,1.136E3,1.534E2,5.657E0,1.110E0,9.012E-1,8.421E-1
373,fields:fld0290,2.200E1,6.527E1,3.737E1,3.400E1,1.200E1,1.260E2,3.245E2,2.322E2,3.246E2,2.324E2,1.673E1,5.700E0,4.914E0,5.429E1,9.880E-1,6.403E0,1.436E3,5.300E1,1.436E3,2.900E2,3.220E2,2.340E2,3.866E1,5.000E0,1.160E0,8.621E-1,8.627E-1
374,fields:fld0291,2.200E1,7.195E1,3.778E1,2.400E1,1.700E1,1.220E2,6.580E2,6.658E2,6.582E2,6.660E2,1.614E1,5.741E0,4.879E0,8.523E-14,1.000E0,6.325E0,1.583E3,8.000E1,1.583E3,2.910E2,6.550E2,6.650E2,1.616E2,5.000E0,1.176E0,8.500E-1,8.800E-1
375,fields:fld0291,2.400E1,7.029E1,3.791E1,1.400E1,1.400E1,1.230E2,1.206E3,1.314E3,1.206E3,1.314E3,1.731E1,5.735E0,5.329E0,0.000E0,1.000E0,6.403E0,1.687E3,7.800E1,1.687E3,2.910E2,1.204E3,1.312E3,1.287E2,5.000E0,1.076E0,9.292E-1,8.889E-1
376,fields:fld0293,2.400E1,6.875E1,3.818E1,2.300E1,1.600E1,1.370E2,1.244E2,1.008E3,1.245E2,1.008E3,1.790E1,5.905E0,5.175E0,2.660E1,9.413E-1,7.071E0,1.650E3,6.400E1,1.650E3,2.930E2,1.220E2,1.011E3,4.500E1,5.000E0,1.141E0,8.764E-1,8.889E-1
377,fields:fld0294,1.800E1,5.756E1,3.468E1,7.900E1,1.400E1,1.190E2,2.944E1,9.372E1,2.973E1,9.411E1,1.473E1,5.008E0,4.577E0,1.220E2,1.000E0,5.831E0,1.036E3,5.200E1,1.036E3,2.940E2,2.800E1,9.100E1,1.210E2,4.950E0,1.094E0,9.139E-1,8.571E-1
378,fields:fld0295,1.900E1,7.389E1,3.131E1,4.400E1,2.600E1,1.340E2,7.576E2,1.007E3,7.577E2,1.007E3,1.507E1,5.550E0,4.359E0,1.282E1,1.000E0,6.403E0,1.404E3,7.300E1,1.404E3,2.950E2,7.550E2,1.009E3,3.866E1,4.000E0,1.273E0,7.854E-1,9.744E-1
379,fields:fld0299,2.000E1,7.025E1,4.077E1,1.900E1,1.300E1,1.300E2,1.170E3,1.396E3,1.170E3,1.396E3,1.531E1,5.446E0,4.675E0,1.591E2,1.000E0,6.403E0,1.405E3,8.200E1,1.405E3,2.990E2,1.167E3,1.394E3,1.413E2,5.000E0,1.165E0,8.584E-1,8.889E-1
380,fields:fld0300,2.100E1,7.095E1,4.027E1,1.900E1,1.900E1,1.440E2,1.366E3,1.541E3,1.366E3,1.541E3,1.590E1,5.328E0,5.018E0,1.103E2,1.000E0,6.403E0,1.490E3,5.500E1,1.490E3,3.000E2,1.364E3,1.539E3,1.287E2,5.000E0,1.062E0,9.418E-1,9.130E-1
381,fields:fld0301,2.000E1,6.715E1,3.889E1,3.000E1,2.000E1,1.240E2,4.220E1,1.003E3,4.221E1,1.003E3,1.614E1,5.814E0,4.380E0,1.473E1,9.645E-1,6.403E0,1.343E3,7.000E1,1.343E3,3.010E2,4.000E1,1.005E3,3.866E1,4.921E0,1.328E0,7.532E-1,8.163E-1
382,fields:fld0301,2.300E1,6.922E1,4.011E1,2.400E1,1.700E1,1.360E2,1.151E3,1.330E3,1.151E3,1.330E3,1.673E1,5.757E0,5.087E0,1.593E2,1.000E0,6.403E0,1.592E3,8.000E1,1.592E3,3.010E2,1.149E3,1.328E3,1.287E2,5.000E0,1.132E0,8.836E-1,8.846E-1
383,fields:fld0302,2.100E1,6.700E1,4.295E1,1.300E1,1.300E1,1.270E2,5.325E2,2.437E2,5.326E2,2.438E2,1.590E1,5.621E0,4.756E0,3.614E1,1.000E0,6.403E0,1.407E3,5.600E1,1.407E3,3.020E2,5.300E2,2.460E2,3.866E1,5.000E0,1.182E0,8.461E-1,9.130E-1
384,fields:fld0302,2.400E1,7.758E1,4.022E1,3.600E1,2.200E1,1.310E2,1.151E3,3.165E2,1.151E3,3.167E2,1.731E1,5.912E0,5.169E0,2.567E1,1.000E0,6.708E0,1.862E3,9.200E1,1.862E3,3.020E2,1.148E3,3.180E2,2.657E1,5.000E0,1.144E0,8.744E-1,8.889E-1
385,fields:fld0302,2.300E1,7.626E1,4.069E1,8.900E1,2.000E1,1.300E2,5.227E2,1.050E3,5.228E2,1.050E3,1.673E1,5.757E0,5.087E0,1.593E2,1.000E0,6.403E0,1.754E3,8.900E1,1.754E3,3.020E2,5.210E2,1.047E3,1.287E2,5.000E0,1.132E0,8.836E-1,8.846E-1
386,fields:fld0303,2.000E1,6.980E1,4.052E1,1.700E1,1.300E1,1.280E2,2.168E2,9.876E2,2.169E2,9.877E2,1.673E1,5.347E0,4.762E0,1.616E2,8.982E-1,6.708E0,1.396E3,7.200E1,1.396E3,3.030E2,2.140E2,9.860E2,1.534E2,5.000E0,1.123E0,8.906E-1,8.163E-1
387,fields:fld0304,2.000E1,6.560E1,3.729E1,1.400E1,1.400E1,1.240E2,2.116E2,3.628E2,2.116E2,3.628E2,1.531E1,5.713E0,4.457E0,4.292E1,1.000E0,6.403E0,1.312E3,7.600E1,1.312E3,3.040E2,2.090E2,3.650E2,3.866E1,4.950E0,1.282E0,7.803E-1,9.091E-1
388,fields:fld0304,1.800E1,8.461E1,3.764E1,2.300E1,2.300E1,1.320E2,1.558E3,1.201E3,1.558E3,1.201E3,1.449E1,5.587E0,4.102E0,1.569E2,1.000E0,6.403E0,1.523E3,9.600E1,1.523E3,3.040E2,1.555E3,1.199E3,1.413E2,4.000E0,1.362E0,7.342E-1,9.474E-1
389,fields:fld0305,2.200E1,8.000E1,3.720E1,1.040E2,2.300E1,1.260E2,8.535E2,1.562E3,8.537E2,1.562E3,1.649E1,5.508E0,5.085E0,1.576E2,1.000E0,6.403E0,1.760E3,1.040E2,1.760E3,3.050E2,8.510E2,1.560E3,1.287E2,5.000E0,1.083E0,9.232E-1,9.362E-1
390,fields:fld0306,2.000E1,7.455E1,3.554E1,4.400E1,2.200E1,1.290E2,1.645E2,3.190E2,1.647E2,3.191E2,1.566E1,5.642E0,4.514E0,0.000E0,1.000E0,6.403E0,1.491E3,6.700E1,1.491E3,3.060E2,1.620E2,3.170E2,1.413E2,4.000E0,1.250E0,8.000E-1,1.000E0
391,fields:fld0307,2.500E1,7.240E1,4.393E1,1.900E1,1.900E1,1.350E2,1.845E3,8.457E2,1.845E3,8.459E2,1.731E1,6.213E0,5.123E0,1.658E2,1.000E0,7.071E0,1.810E3,6.700E1,1.810E3,3.070E2,1.843E3,8.430E2,1.350E2,5.000E0,1.213E0,8.245E-1,9.091E-1
392,fields:fld0308,3.100E1,7.274E1,4.300E1,1.200E1,1.200E1,1.340E2,1.675E3,9.522E2,1.675E3,9.522E2,1.931E1,6.584E0,5.995E0,1.552E2,1.000E0,7.810E0,2.255E3,8.200E1,2.255E3,3.080E2,1.672E3,9.500E2,1.402E2,6.000E0,1.098E0,9.105E-1,9.254E-1
393,fields:fld0308,2.000E0,1.900E1,8.485E0,1.300E1,1.300E1,2.500E1,6.710E2,1.484E3,6.708E2,1.484E3,5.657E0,2.596E0,9.811E-1,1.350E2,7.854E-1,2.828E0,3.800E1,2.500E1,3.800E1,3.080E2,6.700E2,1.483E3,1.350E2,1.414E0,2.646E0,3.780E-1,6.667E-1
394,fields:fld0309,3.700E1,6.638E1,4.121E1,2.600E1,1.200E1,1.320E2,1.617E3,3.138E2,1.618E3,3.138E2,2.297E1,7.084E0,6.651E0,4.825E1,8.812E-1,8.062E0,2.456E3,7.200E1,2.456E3,3.090E2,1.614E3,3.120E2,1.503E2,7.000E0,1.065E0,9.389E-1,8.706E-1
395,fields:fld0309,2.000E1,7.025E1,3.703E1,2.500E1,1.400E1,1.180E2,5.400E1,1.015E3,5.420E1,1.015E3,1.614E1,5.114E0,4.979E0,0.000E0,9.645E-1,6.083E0,1.405E3,7.000E1,1.405E3,3.090E2,5.100E1,1.014E3,1.705E2,5.000E0,1.027E0,9.737E-1,8.333E-1
396,fields:fld0309,2.800E1,6.704E1,3.927E1,5.900E1,1.200E1,1.250E2,6.313E2,1.078E3,6.313E2,1.078E3,1.814E1,6.024E0,5.918E0,9.000E1,1.000E0,6.708E0,1.877E3,6.300E1,1.877E3,3.090E2,6.300E2,1.075E3,1.166E2,6.000E0,1.018E0,9.824E-1,9.032E-1
397,fields:fld0310,2.300E1,7.396E1,4.387E1,1.200E1,1.200E1,1.420E2,8.727E2,4.066E2,8.727E2,4.067E2,1.731E1,6.182E0,4.737E0,3.049E1,9.642E-1,7.071E0,1.701E3,7.700E1,1.701E3,3.100E2,8.700E2,4.090E2,4.500E1,5.000E0,1.305E0,7.662E-1,8.846E-1
398,fields:fld0311,2.200E1,7.841E1,3.095E1,9.900E1,2.200E1,1.350E2,1.152E3,1.065E3,1.152E3,1.065E3,1.673E1,5.567E0,5.032E0,1.476E2,9.880E-1,6.403E0,1.725E3,8.300E1,1.725E3,3.110E2,1.150E3,1.062E3,1.287E2,5.000E0,1.106E0,9.038E-1,8.627E-1
399,fields:fld0311,2.100E1,6.186E1,3.520E1,1.200E1,1.200E1,1.230E2,2.662E2,1.567E3,2.662E2,1.567E3,1.814E1,5.726E0,4.669E0,1.636E2,8.018E-1,6.708E0,1.299E3,6.400E1,1.299E3,3.110E2,2.630E2,1.566E3,1.534E2,5.000E0,1.226E0,8.154E-1,8.235E-1
400,fields:fld0312,2.300E1,7.261E1,3.630E1,1.040E2,1.400E1,1.200E2,1.639E3,1.018E3,1.639E3,1.018E3,1.790E1,5.926E0,4.942E0,1.571E2,9.021E-1,7.211E0,1.670E3,8.800E1,1.670E3,3.120E2,1.636E3,1.016E3,1.463E2,5.000E0,1.199E0,8.339E-1,8.679E-1
401,fields:fld0313,4.400E1,7.243E1,3.986E1,2.000E1,1.200E1,1.340E2,8.140E2,7.245E1,8.142E2,7.258E1,2.980E1,1.149E1,4.877E0,5.849E1,6.227E-1,1.221E1,3.187E3,7.600E1,3.187E3,3.130E2,8.100E2,7.700E1,5.501E1,6.267E0,2.356E0,4.245E-1,7.521E-1
402,fields:fld0313,2.400E1,6.646E1,3.928E1,1.600E1,1.500E1,1.350E2,2.044E3,6.012E2,2.044E3,6.013E2,1.731E1,6.020E0,5.076E0,1.417E1,1.000E0,6.708E0,1.595E3,7.200E1,1.595E3,3.130E2,2.041E3,5.990E2,1.534E2,5.000E0,1.186E0,8.433E-1,8.889E-1
403,fields:fld0314,2.000E1,8.350E1,4.254E1,9.900E1,1.600E1,1.380E2,4.492E2,3.331E2,4.494E2,3.331E2,1.590E1,5.908E0,4.310E0,1.746E2,9.942E-1,6.403E0,1.670E3,9.900E1,1.670E3,3.140E2,4.470E2,3.310E2,1.413E2,4.000E0,1.371E0,7.296E-1,9.091E-1
404,fields:fld0314,2.400E1,7.183E1,3.558E1,4.200E1,2.100E1,1.310E2,7.245E2,9.378E2,7.245E2,9.378E2,1.814E1,5.623E0,5.434E0,4.821E1,9.163E-1,6.708E0,1.724E3,6.900E1,1.724E3,3.140E2,7.210E2,9.370E2,1.534E2,6.000E0,1.035E0,9.664E-1,8.136E-1
405,fields:fld0315,2.500E1,7.300E1,3.862E1,5.500E1,2.100E1,1.350E2,8.853E2,2.987E2,8.854E2,2.989E2,1.731E1,6.122E0,5.200E0,8.387E1,1.000E0,6.708E0,1.825E3,6.400E1,1.825E3,3.150E2,8.830E2,2.960E2,1.166E2,5.000E0,1.177E0,8.494E-1,9.259E-1
406,fields:fld0316,2.300E1,7.539E1,3.793E1,1.200E1,1.200E1,1.230E2,1.427E3,1.147E3,1.427E3,1.147E3,1.673E1,5.757E0,5.087E0,1.593E2,1.000E0,6.403E0,1.734E3,8.900E1,1.734E3,3.160E2,1.425E3,1.145E3,1.287E2,5.000E0,1.132E0,8.836E-1,8.846E-1
407,fields:fld0317,7.700E1,8.370E1,4.015E1,1.060E2,1.200E1,1.430E2,1.210E3,7.076E2,1.210E3,7.076E2,4.428E1,1.076E1,9.110E0,1.845E1,4.934E-1,1.304E1,6.445E3,8.800E1,6.445E3,3.170E2,1.204E3,7.100E2,3.247E1,1.074E1,1.181E0,8.466E-1,7.817E-1
408,fields:fld0318,1.900E1,7.726E1,3.704E1,3.500E1,1.200E1,1.300E2,1.141E2,8.637E2,1.142E2,8.637E2,1.673E1,5.381E0,4.496E0,1.766E2,8.533E-1,6.708E0,1.468E3,7.700E1,1.468E3,3.180E2,1.110E2,8.620E2,1.534E2,5.000E0,1.197E0,8.354E-1,7.917E-1
